image;path.tif;folder;subfolder;ext;fileName.tif;specimenNR.tif;formation;path.txt;InstructName;SemVersion;SDMVersion;SerialNumber;DataNumber;SampleName;Format;ImageName;Directory;Date;Time;Media;DataSize;PixelSize;SignalName;DisplaySignalName;SEDetSetting;AcceleratingVoltage;DecelerationVoltage;DecelerationMode;Magnification;WorkingDistance;EmissionCurrent;PhotoSize;MagnificationDisplay;Vacuum;MicronMarker;SubMagnification;SubSignalName;SpecimenBias;Condencer1;ScanSpeed;CaptureSpeed_Integration;CalibrationScanSpeed;ImgEnhance;ColorMode;ColorPalette;ScreenMode;Comment;KeyWord1;KeyWord2;Condition;DataDisplayCombine;StageType;StagePositionX;StagePositionY;StagePositionR;StagePositionZ;StagePositionT;FocusDepth;DynamicFocus;TiltCompensation;ImageShiftX;ImageShiftY;RasterRotation;MagneticSample;UserName;Vacc;Mag;WD;LensMode;fileName.txt;specimenNR.txt;ImageNameCheck;AV.fileName;mag.fileName;magCheck;AVCheck
677_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/677_CV_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;677_CV_2_10v_x30_BSE.tif;677CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/677_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;677_CV_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;10:28:59;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;5643.42 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 5.6mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-148.2;NA;***;10.0kV;x30;5.6mm;4;677_CV_2_10v_x30_BSE.txt;677CV;TRUE;10;30;TRUE;TRUE
678_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/678_CV_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;678_CV_1_10v_x30_BSE.tif;678CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/678_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;678_CV_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;10:36:39;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6279.47 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.3mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-101;NA;***;10.0kV;x30;6.3mm;4;678_CV_1_10v_x30_BSE.txt;678CV;TRUE;10;30;TRUE;TRUE
678_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/678_CV_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;678_CV_2_10v_x30_BSE.tif;678CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/678_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;678_CV_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;10:39:09;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6260.22 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.3mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-78.2;NA;***;10.0kV;x30;6.3mm;4;678_CV_2_10v_x30_BSE.txt;678CV;TRUE;10;30;TRUE;TRUE
679_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/679_CV_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;679_CV_1_10v_x30_BSE.tif;679CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/679_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;679_CV_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;10:48:19;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;5990.85 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.0mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;17.1;NA;***;10.0kV;x30;6.0mm;4;679_CV_1_10v_x30_BSE.txt;679CV;TRUE;10;30;TRUE;TRUE
679_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/679_CV_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;679_CV_2_10v_x30_BSE.tif;679CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/679_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;679_CV_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;10:50:49;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6054.5 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.1mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;71.4;NA;***;10.0kV;x30;6.1mm;4;679_CV_2_10v_x30_BSE.txt;679CV;TRUE;10;30;TRUE;TRUE
680_CC_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/680_CC_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;680_CC_1_10v_x30_BSE.tif;680CC;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/680_CC_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;680_CC_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;10:59:39;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6843.42 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.8mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;140.5;NA;***;10.0kV;x30;6.8mm;4;680_CC_1_10v_x30_BSE.txt;680CC;TRUE;10;30;TRUE;TRUE
680_CC_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/680_CC_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;680_CC_2_10v_x30_BSE.tif;680CC;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/680_CC_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;680_CC_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:02:59;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6459.8 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.5mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;140.5;NA;***;10.0kV;x30;6.5mm;4;680_CC_2_10v_x30_BSE.txt;680CC;TRUE;10;30;TRUE;TRUE
681_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/681_CV_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;681_CV_1_10v_x30_BSE.tif;681CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/681_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;681_CV_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:11:00;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;5898.09 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 5.9mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;161.4;NA;***;10.0kV;x30;5.9mm;4;681_CV_1_10v_x30_BSE.txt;681CV;TRUE;10;30;TRUE;TRUE
681_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/681_CV_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;681_CV_2_10v_x30_BSE.tif;681CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/681_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;681_CV_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:14:00;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6318.88 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.3mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-137.6;NA;***;10.0kV;x30;6.3mm;4;681_CV_2_10v_x30_BSE.txt;681CV;TRUE;10;30;TRUE;TRUE
682_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/682_CV_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;682_CV_1_10v_x30_BSE.tif;682CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/682_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;682_CV_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:22:20;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6326.95 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.3mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-162.5;NA;***;10.0kV;x30;6.3mm;4;682_CV_1_10v_x30_BSE.txt;682CV;TRUE;10;30;TRUE;TRUE
682_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/682_CV_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;682_CV_2_10v_x30_BSE.tif;682CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/682_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;682_CV_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:24:50;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6353.89 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.4mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;156.3;NA;***;10.0kV;x30;6.4mm;4;682_CV_2_10v_x30_BSE.txt;682CV;TRUE;10;30;TRUE;TRUE
683_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/683_CV_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;683_CV_1_10v_x30_BSE.tif;683CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/683_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;683_CV_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:33:10;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6278.58 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.3mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-85.6;NA;***;10.0kV;x30;6.3mm;4;683_CV_1_10v_x30_BSE.txt;683CV;TRUE;10;30;TRUE;TRUE
683_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/683_CV_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;683_CV_2_10v_x30_BSE.tif;683CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/683_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;683_CV_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:35:50;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6372.38 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.4mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-22.5;NA;***;10.0kV;x30;6.4mm;4;683_CV_2_10v_x30_BSE.txt;683CV;TRUE;10;30;TRUE;TRUE
684_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/684_CV_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;684_CV_1_10v_x30_BSE.tif;684CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/684_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;684_CV_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:45:10;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;7083.09 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 7.1mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-177.4;NA;***;10.0kV;x30;7.1mm;4;684_CV_1_10v_x30_BSE.txt;684CV;TRUE;10;30;TRUE;TRUE
684_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/684_CV_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;684_CV_2_10v_x30_BSE.tif;684CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/684_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;684_CV_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:47:40;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6426.02 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.4mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;104.3;NA;***;10.0kV;x30;6.4mm;4;684_CV_2_10v_x30_BSE.txt;684CV;TRUE;10;30;TRUE;TRUE
685_CC_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/685_CC_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;685_CC_1_10v_x30_BSE.tif;685CC;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/685_CC_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;685_CC_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:55:20;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6152.86 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.2mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-129.7;NA;***;10.0kV;x30;6.2mm;4;685_CC_1_10v_x30_BSE.txt;685CC;TRUE;10;30;TRUE;TRUE
685_CC_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/685_CC_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;685_CC_2_10v_x30_BSE.tif;685CC;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/685_CC_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;685_CC_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;11:58:00;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6006.43 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.0mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-165;NA;***;10.0kV;x30;6.0mm;4;685_CC_2_10v_x30_BSE.txt;685CC;TRUE;10;30;TRUE;TRUE
686_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/686_CV_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;686_CV_1_10v_x30_BSE.tif;686CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/686_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;686_CV_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;12:10:30;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6242.32 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.2mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;9.5;NA;***;10.0kV;x30;6.2mm;4;686_CV_1_10v_x30_BSE.txt;686CV;TRUE;10;30;TRUE;TRUE
686_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/686_CV_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;686_CV_2_10v_x30_BSE.tif;686CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/686_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;686_CV_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;12:12:50;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6120.79 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.1mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;9.5;NA;***;10.0kV;x30;6.1mm;4;686_CV_2_10v_x30_BSE.txt;686CV;TRUE;10;30;TRUE;TRUE
687_CV_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/687_CV_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;687_CV_1_10v_x30_BSE.tif;687CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/687_CV_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;687_CV_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;12:22:00;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;5849.65 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 5.8mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;-86.2;NA;***;10.0kV;x30;5.8mm;4;687_CV_1_10v_x30_BSE.txt;687CV;TRUE;10;30;TRUE;TRUE
687_CV_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/687_CV_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;687_CV_2_10v_x30_BSE.tif;687CV;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/687_CV_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;687_CV_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;12:24:40;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;5994.74 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.0mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;36.6;NA;***;10.0kV;x30;6.0mm;4;687_CV_2_10v_x30_BSE.txt;687CV;TRUE;10;30;TRUE;TRUE
688_CC_1_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/688_CC_1_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;688_CC_1_10v_x30_BSE.tif;688CC;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/688_CC_1_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;688_CC_1_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;12:34:50;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6537.58 um;61000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.5mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;156.4;NA;***;10.0kV;x30;6.5mm;4;688_CC_1_10v_x30_BSE.txt;688CC;TRUE;10;30;TRUE;TRUE
688_CC_2_10v_x30_BSE;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/688_CC_2_10v_x30_BSE.tif;Stegs2;Tewkesbury;tif;688_CC_2_10v_x30_BSE.tif;688CC;Tewkesbury;/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs2/Tewkesbury/688_CC_2_10v_x30_BSE.txt;TM4000;01-Feb;NA;177008-10;TM4000 0001;NA;tif;688_CC_2_10v_x30_BSE.tif;C:\Stegs2\Tewkesbury\;06/14/2018;12:40:30;HD[Windows];2560x1920;1653.646;BSE;BSE;NA;10000 Volt;0 Volt;NA;30;6320.68 um;60000 nA;1000;0;30;1000000;0;NA;0 V;11200;Capture_Slow(80);NA;24;0;Grayscale;NA;Full Screen;MHR.656.BLEED.575;NA;NA;Vacc 10.0kV Mag x30 WD 6.3mm LensMode 4;1;0;17500000;17500000;0;0;0;NA;0;0;NA;NA;109.5;NA;***;10.0kV;x30;6.3mm;4;688_CC_2_10v_x30_BSE.txt;688CC;TRUE;10;30;TRUE;TRUE
