path;folder;subfolder;image;ext;fileName;specimenNR;formation
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/377_CV_2_15v_x30_BSE.txt;Stegs;NONE;377_CV_2_15v_x30_BSE;txt;377_CV_2_15v_x30_BSE.txt;377CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/378_CV_1_15v_x30_BSE.tif;Stegs;NONE;378_CV_1_15v_x30_BSE;tif;378_CV_1_15v_x30_BSE.tif;378CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/378_CV_1_15v_x30_BSE.txt;Stegs;NONE;378_CV_1_15v_x30_BSE;txt;378_CV_1_15v_x30_BSE.txt;378CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/378_CV_2_15v_x30_BSE.tif;Stegs;NONE;378_CV_2_15v_x30_BSE;tif;378_CV_2_15v_x30_BSE.tif;378CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/378_CV_2_15v_x30_BSE.txt;Stegs;NONE;378_CV_2_15v_x30_BSE;txt;378_CV_2_15v_x30_BSE.txt;378CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/379_CV_1_15v_x30_BSE.tif;Stegs;NONE;379_CV_1_15v_x30_BSE;tif;379_CV_1_15v_x30_BSE.tif;379CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/379_CV_1_15v_x30_BSE.txt;Stegs;NONE;379_CV_1_15v_x30_BSE;txt;379_CV_1_15v_x30_BSE.txt;379CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/379_CV_2_15v_x30_BSE.tif;Stegs;NONE;379_CV_2_15v_x30_BSE;tif;379_CV_2_15v_x30_BSE.tif;379CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/379_CV_2_15v_x30_BSE.txt;Stegs;NONE;379_CV_2_15v_x30_BSE;txt;379_CV_2_15v_x30_BSE.txt;379CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/380_CC_1_15v_x30_BSE.tif;Stegs;NONE;380_CC_1_15v_x30_BSE;tif;380_CC_1_15v_x30_BSE.tif;380CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/380_CC_1_15v_x30_BSE.txt;Stegs;NONE;380_CC_1_15v_x30_BSE;txt;380_CC_1_15v_x30_BSE.txt;380CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/380_CC_2_15v_x30_BSE.tif;Stegs;NONE;380_CC_2_15v_x30_BSE;tif;380_CC_2_15v_x30_BSE.tif;380CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/380_CC_2_15v_x30_BSE.txt;Stegs;NONE;380_CC_2_15v_x30_BSE;txt;380_CC_2_15v_x30_BSE.txt;380CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/381_F_1_15v_x30_BSE.tif;Stegs;NONE;381_F_1_15v_x30_BSE;tif;381_F_1_15v_x30_BSE.tif;381F;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/381_F_1_15v_x30_BSE.txt;Stegs;NONE;381_F_1_15v_x30_BSE;txt;381_F_1_15v_x30_BSE.txt;381F;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/381_F_2_15v_x30_BSE.tif;Stegs;NONE;381_F_2_15v_x30_BSE;tif;381_F_2_15v_x30_BSE.tif;381F;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/381_F_2_15v_x30_BSE.txt;Stegs;NONE;381_F_2_15v_x30_BSE;txt;381_F_2_15v_x30_BSE.txt;381F;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/382_CV_1_15v_x30_BSE.tif;Stegs;NONE;382_CV_1_15v_x30_BSE;tif;382_CV_1_15v_x30_BSE.tif;382CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/382_CV_1_15v_x30_BSE.txt;Stegs;NONE;382_CV_1_15v_x30_BSE;txt;382_CV_1_15v_x30_BSE.txt;382CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/382_CV_2_15v_x30_BSE.tif;Stegs;NONE;382_CV_2_15v_x30_BSE;tif;382_CV_2_15v_x30_BSE.tif;382CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/382_CV_2_15v_x30_BSE.txt;Stegs;NONE;382_CV_2_15v_x30_BSE;txt;382_CV_2_15v_x30_BSE.txt;382CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/382_CV_3_15v_x30_BSE.tif;Stegs;NONE;382_CV_3_15v_x30_BSE;tif;382_CV_3_15v_x30_BSE.tif;382CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/382_CV_3_15v_x30_BSE.txt;Stegs;NONE;382_CV_3_15v_x30_BSE;txt;382_CV_3_15v_x30_BSE.txt;382CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/383_CV_1_15v_x30_BSE.tif;Stegs;NONE;383_CV_1_15v_x30_BSE;tif;383_CV_1_15v_x30_BSE.tif;383CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/383_CV_1_15v_x30_BSE.txt;Stegs;NONE;383_CV_1_15v_x30_BSE;txt;383_CV_1_15v_x30_BSE.txt;383CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/383_CV_2_15v_x30_BSE.tif;Stegs;NONE;383_CV_2_15v_x30_BSE;tif;383_CV_2_15v_x30_BSE.tif;383CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/383_CV_2_15v_x30_BSE.txt;Stegs;NONE;383_CV_2_15v_x30_BSE;txt;383_CV_2_15v_x30_BSE.txt;383CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/384_CC_1_15v_x30_BSE.tif;Stegs;NONE;384_CC_1_15v_x30_BSE;tif;384_CC_1_15v_x30_BSE.tif;384CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/384_CC_1_15v_x30_BSE.txt;Stegs;NONE;384_CC_1_15v_x30_BSE;txt;384_CC_1_15v_x30_BSE.txt;384CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/384_CC_2_15v_x30_BSE.tif;Stegs;NONE;384_CC_2_15v_x30_BSE;tif;384_CC_2_15v_x30_BSE.tif;384CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/384_CC_2_15v_x30_BSE.txt;Stegs;NONE;384_CC_2_15v_x30_BSE;txt;384_CC_2_15v_x30_BSE.txt;384CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/385_CV_1_15v_x30_BSE.tif;Stegs;NONE;385_CV_1_15v_x30_BSE;tif;385_CV_1_15v_x30_BSE.tif;385CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/385_CV_1_15v_x30_BSE.txt;Stegs;NONE;385_CV_1_15v_x30_BSE;txt;385_CV_1_15v_x30_BSE.txt;385CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/386_CV_1_15v_x30_BSE.tif;Stegs;NONE;386_CV_1_15v_x30_BSE;tif;386_CV_1_15v_x30_BSE.tif;386CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/386_CV_1_15v_x30_BSE.txt;Stegs;NONE;386_CV_1_15v_x30_BSE;txt;386_CV_1_15v_x30_BSE.txt;386CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/386_CV_2_15v_x30_BSE.tif;Stegs;NONE;386_CV_2_15v_x30_BSE;tif;386_CV_2_15v_x30_BSE.tif;386CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/386_CV_2_15v_x30_BSE.txt;Stegs;NONE;386_CV_2_15v_x30_BSE;txt;386_CV_2_15v_x30_BSE.txt;386CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/387_CV_1_15v_x35_BSE.tif;Stegs;NONE;387_CV_1_15v_x35_BSE;tif;387_CV_1_15v_x35_BSE.tif;387CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/387_CV_1_15v_x35_BSE.txt;Stegs;NONE;387_CV_1_15v_x35_BSE;txt;387_CV_1_15v_x35_BSE.txt;387CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/387_CV_2_15v_x35_BSE.tif;Stegs;NONE;387_CV_2_15v_x35_BSE;tif;387_CV_2_15v_x35_BSE.tif;387CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/387_CV_2_15v_x35_BSE.txt;Stegs;NONE;387_CV_2_15v_x35_BSE;txt;387_CV_2_15v_x35_BSE.txt;387CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/388_CV_1_15v_x30_BSE.tif;Stegs;NONE;388_CV_1_15v_x30_BSE;tif;388_CV_1_15v_x30_BSE.tif;388CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/388_CV_1_15v_x30_BSE.txt;Stegs;NONE;388_CV_1_15v_x30_BSE;txt;388_CV_1_15v_x30_BSE.txt;388CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/388_CV_2_15v_x30_BSE.tif;Stegs;NONE;388_CV_2_15v_x30_BSE;tif;388_CV_2_15v_x30_BSE.tif;388CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/388_CV_2_15v_x30_BSE.txt;Stegs;NONE;388_CV_2_15v_x30_BSE;txt;388_CV_2_15v_x30_BSE.txt;388CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/389_CV_1_15v_x30_BSE.tif;Stegs;NONE;389_CV_1_15v_x30_BSE;tif;389_CV_1_15v_x30_BSE.tif;389CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/389_CV_1_15v_x30_BSE.txt;Stegs;NONE;389_CV_1_15v_x30_BSE;txt;389_CV_1_15v_x30_BSE.txt;389CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/389_CV_2_15v_x30_BSE.tif;Stegs;NONE;389_CV_2_15v_x30_BSE;tif;389_CV_2_15v_x30_BSE.tif;389CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/389_CV_2_15v_x30_BSE.txt;Stegs;NONE;389_CV_2_15v_x30_BSE;txt;389_CV_2_15v_x30_BSE.txt;389CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/390_CC_1_15v_x30_BSE.tif;Stegs;NONE;390_CC_1_15v_x30_BSE;tif;390_CC_1_15v_x30_BSE.tif;390CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/390_CC_1_15v_x30_BSE.txt;Stegs;NONE;390_CC_1_15v_x30_BSE;txt;390_CC_1_15v_x30_BSE.txt;390CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/390_CC_2_15v_x30_BSE.tif;Stegs;NONE;390_CC_2_15v_x30_BSE;tif;390_CC_2_15v_x30_BSE.tif;390CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/390_CC_2_15v_x30_BSE.txt;Stegs;NONE;390_CC_2_15v_x30_BSE;txt;390_CC_2_15v_x30_BSE.txt;390CC;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/391_CV_1_15v_x30_BSE.tif;Stegs;NONE;391_CV_1_15v_x30_BSE;tif;391_CV_1_15v_x30_BSE.tif;391CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/391_CV_1_15v_x30_BSE.txt;Stegs;NONE;391_CV_1_15v_x30_BSE;txt;391_CV_1_15v_x30_BSE.txt;391CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/391_CV_2_15v_x30_BSE.tif;Stegs;NONE;391_CV_2_15v_x30_BSE;tif;391_CV_2_15v_x30_BSE.tif;391CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/391_CV_2_15v_x30_BSE.txt;Stegs;NONE;391_CV_2_15v_x30_BSE;txt;391_CV_2_15v_x30_BSE.txt;391CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/392_CV_1_15v_x30_BSE.tif;Stegs;NONE;392_CV_1_15v_x30_BSE;tif;392_CV_1_15v_x30_BSE.tif;392CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/392_CV_1_15v_x30_BSE.txt;Stegs;NONE;392_CV_1_15v_x30_BSE;txt;392_CV_1_15v_x30_BSE.txt;392CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/392_CV_2_15v_x30_BSE.tif;Stegs;NONE;392_CV_2_15v_x30_BSE;tif;392_CV_2_15v_x30_BSE.tif;392CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/392_CV_2_15v_x30_BSE.txt;Stegs;NONE;392_CV_2_15v_x30_BSE;txt;392_CV_2_15v_x30_BSE.txt;392CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/394_CV_1_15v_x30_BSE.tif;Stegs;NONE;394_CV_1_15v_x30_BSE;tif;394_CV_1_15v_x30_BSE.tif;394CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/394_CV_1_15v_x30_BSE.txt;Stegs;NONE;394_CV_1_15v_x30_BSE;txt;394_CV_1_15v_x30_BSE.txt;394CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/394_CV_2_15v_x30_BSE.tif;Stegs;NONE;394_CV_2_15v_x30_BSE;tif;394_CV_2_15v_x30_BSE.tif;394CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/394_CV_2_15v_x30_BSE.txt;Stegs;NONE;394_CV_2_15v_x30_BSE;txt;394_CV_2_15v_x30_BSE.txt;394CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/394_CV_3_15v_x30_BSE.tif;Stegs;NONE;394_CV_3_15v_x30_BSE;tif;394_CV_3_15v_x30_BSE.tif;394CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/394_CV_3_15v_x30_BSE.txt;Stegs;NONE;394_CV_3_15v_x30_BSE;txt;394_CV_3_15v_x30_BSE.txt;394CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/396_CV_1_15v_x30_BSE.tif;Stegs;NONE;396_CV_1_15v_x30_BSE;tif;396_CV_1_15v_x30_BSE.tif;396CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/396_CV_1_15v_x30_BSE.txt;Stegs;NONE;396_CV_1_15v_x30_BSE;txt;396_CV_1_15v_x30_BSE.txt;396CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/396_CV_2_15v_x30_BSE.tif;Stegs;NONE;396_CV_2_15v_x30_BSE;tif;396_CV_2_15v_x30_BSE.tif;396CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/396_CV_2_15v_x30_BSE.txt;Stegs;NONE;396_CV_2_15v_x30_BSE;txt;396_CV_2_15v_x30_BSE.txt;396CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/397_CV_1_15v_x35_BSE.tif;Stegs;NONE;397_CV_1_15v_x35_BSE;tif;397_CV_1_15v_x35_BSE.tif;397CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/397_CV_1_15v_x35_BSE.txt;Stegs;NONE;397_CV_1_15v_x35_BSE;txt;397_CV_1_15v_x35_BSE.txt;397CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/397_CV_2_15v_x35_BSE.tif;Stegs;NONE;397_CV_2_15v_x35_BSE;tif;397_CV_2_15v_x35_BSE.tif;397CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/397_CV_2_15v_x35_BSE.txt;Stegs;NONE;397_CV_2_15v_x35_BSE;txt;397_CV_2_15v_x35_BSE.txt;397CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/398_CV_1_15v_x30_BSE.tif;Stegs;NONE;398_CV_1_15v_x30_BSE;tif;398_CV_1_15v_x30_BSE.tif;398CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/398_CV_1_15v_x30_BSE.txt;Stegs;NONE;398_CV_1_15v_x30_BSE;txt;398_CV_1_15v_x30_BSE.txt;398CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/398_CV_2_15v_x30_BSE.tif;Stegs;NONE;398_CV_2_15v_x30_BSE;tif;398_CV_2_15v_x30_BSE.tif;398CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/398_CV_2_15v_x30_BSE.txt;Stegs;NONE;398_CV_2_15v_x30_BSE;txt;398_CV_2_15v_x30_BSE.txt;398CV;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/399_F_1_15v_x30_BSE.tif;Stegs;NONE;399_F_1_15v_x30_BSE;tif;399_F_1_15v_x30_BSE.tif;399F;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/399_F_1_15v_x30_BSE.txt;Stegs;NONE;399_F_1_15v_x30_BSE;txt;399_F_1_15v_x30_BSE.txt;399F;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/399_F_2_15v_x30_BSE.tif;Stegs;NONE;399_F_2_15v_x30_BSE;tif;399_F_2_15v_x30_BSE.tif;399F;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/399_F_2_15v_x30_BSE.txt;Stegs;NONE;399_F_2_15v_x30_BSE;txt;399_F_2_15v_x30_BSE.txt;399F;NKBS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/400_CV_1_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;400_CV_1_10v_x30_BSE;tif;400_CV_1_10v_x30_BSE.tif;400CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/400_CV_1_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;400_CV_1_10v_x30_BSE;txt;400_CV_1_10v_x30_BSE.txt;400CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/400_CV_2_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;400_CV_2_10v_x30_BSE;tif;400_CV_2_10v_x30_BSE.tif;400CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/400_CV_2_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;400_CV_2_10v_x30_BSE;txt;400_CV_2_10v_x30_BSE.txt;400CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/401_CC_1_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;401_CC_1_10v_x30_BSE;tif;401_CC_1_10v_x30_BSE.tif;401CC;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/401_CC_1_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;401_CC_1_10v_x30_BSE;txt;401_CC_1_10v_x30_BSE.txt;401CC;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/401_CC_2_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;401_CC_2_10v_x30_BSE;tif;401_CC_2_10v_x30_BSE.tif;401CC;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/401_CC_2_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;401_CC_2_10v_x30_BSE;txt;401_CC_2_10v_x30_BSE.txt;401CC;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/403_CV_1_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;403_CV_1_10v_x30_BSE;tif;403_CV_1_10v_x30_BSE.tif;403CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/403_CV_1_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;403_CV_1_10v_x30_BSE;txt;403_CV_1_10v_x30_BSE.txt;403CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/403_CV_2_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;403_CV_2_10v_x30_BSE;tif;403_CV_2_10v_x30_BSE.tif;403CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/403_CV_2_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;403_CV_2_10v_x30_BSE;txt;403_CV_2_10v_x30_BSE.txt;403CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/404_CV_1_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;404_CV_1_10v_x30_BSE;tif;404_CV_1_10v_x30_BSE.tif;404CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/404_CV_1_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;404_CV_1_10v_x30_BSE;txt;404_CV_1_10v_x30_BSE.txt;404CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/404_CV_2_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;404_CV_2_10v_x30_BSE;tif;404_CV_2_10v_x30_BSE.tif;404CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/404_CV_2_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;404_CV_2_10v_x30_BSE;txt;404_CV_2_10v_x30_BSE.txt;404CV;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/407_CC_1_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;407_CC_1_10v_x30_BSE;tif;407_CC_1_10v_x30_BSE.tif;407CC;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/407_CC_1_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;407_CC_1_10v_x30_BSE;txt;407_CC_1_10v_x30_BSE.txt;407CC;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/407_CC_2_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;407_CC_2_10v_x30_BSE;tif;407_CC_2_10v_x30_BSE.tif;407CC;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/407_CC_2_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;407_CC_2_10v_x30_BSE;txt;407_CC_2_10v_x30_BSE.txt;407CC;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/410_CC_1_10v_x30_BSE.tif;Stegs;Nukumaru Limestone;410_CC_1_10v_x30_BSE;tif;410_CC_1_10v_x30_BSE.tif;410CC;NKLS
/Users/mab/Library/CloudStorage/Dropbox/Rocks-Paradox/Bryozoans/Stegino images/Stegs/Nukumaru Limestone/410_CC_1_10v_x30_BSE.txt;Stegs;Nukumaru Limestone;410_CC_1_10v_x30_BSE;txt;410_CC_1_10v_x30_BSE.txt;410CC;NKLS
