folder;subfolder;sub.subfolder;image;ext;fileName;specimenNR
Stegs2;Shakespeare Basal Cliffsand;NONE;763_CC_1_15v_x35_BSE;txt;763_CC_1_15v_x35_BSE.txt;763CC
Stegs2;Shakespeare Basal Cliffsand;NONE;763_CC_2_15v_x30_BSE;tif;763_CC_2_15v_x30_BSE.tif;763CC
Stegs2;Shakespeare Basal Cliffsand;NONE;763_CC_2_15v_x30_BSE;txt;763_CC_2_15v_x30_BSE.txt;763CC
Stegs2;Shakespeare Basal Cliffsand;NONE;763_CC_3_15v_x30_BSE;tif;763_CC_3_15v_x30_BSE.tif;763CC
Stegs2;Shakespeare Basal Cliffsand;NONE;763_CC_3_15v_x30_BSE;txt;763_CC_3_15v_x30_BSE.txt;763CC
Stegs2;Shakespeare Basal Cliffsand;NONE;764_CC_1_15v_x30_BSE;tif;764_CC_1_15v_x30_BSE.tif;764CC
Stegs2;Shakespeare Basal Cliffsand;NONE;764_CC_1_15v_x30_BSE;txt;764_CC_1_15v_x30_BSE.txt;764CC
Stegs2;Shakespeare Basal Cliffsand;NONE;764_CC_2_15v_x30_BSE;tif;764_CC_2_15v_x30_BSE.tif;764CC
Stegs2;Shakespeare Basal Cliffsand;NONE;764_CC_2_15v_x30_BSE;txt;764_CC_2_15v_x30_BSE.txt;764CC
Stegs2;Shakespeare Basal Cliffsand;NONE;765_CV_1_15v_x30_BSE;tif;765_CV_1_15v_x30_BSE.tif;765CV
Stegs2;Shakespeare Basal Cliffsand;NONE;765_CV_1_15v_x30_BSE;txt;765_CV_1_15v_x30_BSE.txt;765CV
Stegs2;Shakespeare Basal Cliffsand;NONE;765_CV_2_15v_x30_BSE;tif;765_CV_2_15v_x30_BSE.tif;765CV
Stegs2;Shakespeare Basal Cliffsand;NONE;765_CV_2_15v_x30_BSE;txt;765_CV_2_15v_x30_BSE.txt;765CV
Stegs2;Shakespeare Basal Cliffsand;NONE;766_CV_1_15v_x30_BSE;tif;766_CV_1_15v_x30_BSE.tif;766CV
Stegs2;Shakespeare Basal Cliffsand;NONE;766_CV_1_15v_x30_BSE;txt;766_CV_1_15v_x30_BSE.txt;766CV
Stegs2;Shakespeare Basal Cliffsand;NONE;766_CV_2_15v_x30_BSE;tif;766_CV_2_15v_x30_BSE.tif;766CV
Stegs2;Shakespeare Basal Cliffsand;NONE;766_CV_2_15v_x30_BSE;txt;766_CV_2_15v_x30_BSE.txt;766CV
Stegs2;Shakespeare Basal Cliffsand;NONE;767_CV_1_15v_x30_BSE;tif;767_CV_1_15v_x30_BSE.tif;767CV
Stegs2;Shakespeare Basal Cliffsand;NONE;767_CV_1_15v_x30_BSE;txt;767_CV_1_15v_x30_BSE.txt;767CV
Stegs2;Shakespeare Basal Cliffsand;NONE;767_CV_2_15v_x30_BSE;tif;767_CV_2_15v_x30_BSE.tif;767CV
Stegs2;Shakespeare Basal Cliffsand;NONE;767_CV_2_15v_x30_BSE;txt;767_CV_2_15v_x30_BSE.txt;767CV
Stegs2;Shakespeare Basal Cliffsand;NONE;768_CC_1_15v_x30_BSE;tif;768_CC_1_15v_x30_BSE.tif;768CC
Stegs2;Shakespeare Basal Cliffsand;NONE;768_CC_1_15v_x30_BSE;txt;768_CC_1_15v_x30_BSE.txt;768CC
Stegs2;Shakespeare Basal Cliffsand;NONE;768_CC_2_15v_x30_BSE;tif;768_CC_2_15v_x30_BSE.tif;768CC
Stegs2;Shakespeare Basal Cliffsand;NONE;768_CC_2_15v_x30_BSE;txt;768_CC_2_15v_x30_BSE.txt;768CC
Stegs2;Shakespeare Basal Cliffsand;NONE;769_CV_1_15v_x30_BSE;tif;769_CV_1_15v_x30_BSE.tif;769CV
Stegs2;Shakespeare Basal Cliffsand;NONE;769_CV_1_15v_x30_BSE;txt;769_CV_1_15v_x30_BSE.txt;769CV
Stegs2;Shakespeare Basal Cliffsand;NONE;769_CV_2_15v_x30_BSE;tif;769_CV_2_15v_x30_BSE.tif;769CV
Stegs2;Shakespeare Basal Cliffsand;NONE;769_CV_2_15v_x30_BSE;txt;769_CV_2_15v_x30_BSE.txt;769CV
Stegs2;Shakespeare Basal Cliffsand;NONE;769_CV_3_15v_x30_BSE;tif;769_CV_3_15v_x30_BSE.tif;769CV
Stegs2;Shakespeare Basal Cliffsand;NONE;769_CV_3_15v_x30_BSE;txt;769_CV_3_15v_x30_BSE.txt;769CV
Stegs2;Shakespeare Basal Cliffsand;NONE;770_CV_1_15v_x30_BSE;tif;770_CV_1_15v_x30_BSE.tif;770CV
Stegs2;Shakespeare Basal Cliffsand;NONE;770_CV_1_15v_x30_BSE;txt;770_CV_1_15v_x30_BSE.txt;770CV
Stegs2;Shakespeare Basal Cliffsand;NONE;770_CV_2_15v_x30_BSE;tif;770_CV_2_15v_x30_BSE.tif;770CV
Stegs2;Shakespeare Basal Cliffsand;NONE;770_CV_2_15v_x30_BSE;txt;770_CV_2_15v_x30_BSE.txt;770CV
Stegs2;Shakespeare Basal Cliffsand;NONE;770_CV_3_15v_x30_BSE;tif;770_CV_3_15v_x30_BSE.tif;770CV
Stegs2;Shakespeare Basal Cliffsand;NONE;770_CV_3_15v_x30_BSE;txt;770_CV_3_15v_x30_BSE.txt;770CV
Stegs2;Shakespeare Basal Cliffsand;NONE;771_CV_1_15v_x30_BSE;tif;771_CV_1_15v_x30_BSE.tif;771CV
Stegs2;Shakespeare Basal Cliffsand;NONE;771_CV_1_15v_x30_BSE;txt;771_CV_1_15v_x30_BSE.txt;771CV
Stegs2;Shakespeare Basal Cliffsand;NONE;771_CV_2_15v_x30_BSE;tif;771_CV_2_15v_x30_BSE.tif;771CV
Stegs2;Shakespeare Basal Cliffsand;NONE;771_CV_2_15v_x30_BSE;txt;771_CV_2_15v_x30_BSE.txt;771CV
Stegs2;Shakespeare Basal Cliffsand;NONE;772_CV_1_15v_x30_BSE;tif;772_CV_1_15v_x30_BSE.tif;772CV
Stegs2;Shakespeare Basal Cliffsand;NONE;772_CV_1_15v_x30_BSE;txt;772_CV_1_15v_x30_BSE.txt;772CV
Stegs2;Shakespeare Basal Cliffsand;NONE;772_CV_2_15v_x30_BSE;tif;772_CV_2_15v_x30_BSE.tif;772CV
Stegs2;Shakespeare Basal Cliffsand;NONE;772_CV_2_15v_x30_BSE;txt;772_CV_2_15v_x30_BSE.txt;772CV
Stegs2;Shakespeare Basal Cliffsand;NONE;773_CV_1_15v_x30_BSE;tif;773_CV_1_15v_x30_BSE.tif;773CV
Stegs2;Shakespeare Basal Cliffsand;NONE;773_CV_1_15v_x30_BSE;txt;773_CV_1_15v_x30_BSE.txt;773CV
Stegs2;Shakespeare Basal Cliffsand;NONE;773_CV_2_15v_x30_BSE;tif;773_CV_2_15v_x30_BSE.tif;773CV
Stegs2;Shakespeare Basal Cliffsand;NONE;773_CV_2_15v_x30_BSE;txt;773_CV_2_15v_x30_BSE.txt;773CV
Stegs2;Shakespeare Basal Cliffsand;NONE;774_CV_1_15v_x30_BSE;tif;774_CV_1_15v_x30_BSE.tif;774CV
Stegs2;Shakespeare Basal Cliffsand;NONE;774_CV_1_15v_x30_BSE;txt;774_CV_1_15v_x30_BSE.txt;774CV
Stegs2;Shakespeare Basal Cliffsand;NONE;774_CV_2_15v_x30_BSE;tif;774_CV_2_15v_x30_BSE.tif;774CV
Stegs2;Shakespeare Basal Cliffsand;NONE;774_CV_2_15v_x30_BSE;txt;774_CV_2_15v_x30_BSE.txt;774CV
Stegs2;Shakespeare Basal Cliffsand;NONE;775_CV_1_15v_x30_BSE;tif;775_CV_1_15v_x30_BSE.tif;775CV
Stegs2;Shakespeare Basal Cliffsand;NONE;775_CV_1_15v_x30_BSE;txt;775_CV_1_15v_x30_BSE.txt;775CV
Stegs2;Shakespeare Basal Cliffsand;NONE;775_CV_2_15v_x30_BSE;tif;775_CV_2_15v_x30_BSE.tif;775CV
Stegs2;Shakespeare Basal Cliffsand;NONE;775_CV_2_15v_x30_BSE;txt;775_CV_2_15v_x30_BSE.txt;775CV
Stegs2;Shakespeare Basal Cliffsand;NONE;776_CV_1_15v_x30_BSE;tif;776_CV_1_15v_x30_BSE.tif;776CV
Stegs2;Shakespeare Basal Cliffsand;NONE;776_CV_1_15v_x30_BSE;txt;776_CV_1_15v_x30_BSE.txt;776CV
Stegs2;Shakespeare Basal Cliffsand;NONE;776_CV_2_15v_x30_BSE;tif;776_CV_2_15v_x30_BSE.tif;776CV
Stegs2;Shakespeare Basal Cliffsand;NONE;776_CV_2_15v_x30_BSE;txt;776_CV_2_15v_x30_BSE.txt;776CV
Stegs2;Shakespeare Basal Cliffsand;NONE;777_CV_1_15v_x30_BSE;tif;777_CV_1_15v_x30_BSE.tif;777CV
Stegs2;Shakespeare Basal Cliffsand;NONE;777_CV_1_15v_x30_BSE;txt;777_CV_1_15v_x30_BSE.txt;777CV
Stegs2;Shakespeare Basal Cliffsand;NONE;777_CV_2_15v_x30_BSE;tif;777_CV_2_15v_x30_BSE.tif;777CV
Stegs2;Shakespeare Basal Cliffsand;NONE;777_CV_2_15v_x30_BSE;txt;777_CV_2_15v_x30_BSE.txt;777CV
Stegs2;Shakespeare Basal Cliffsand;NONE;777_CV_3_15v_x30_BSE;tif;777_CV_3_15v_x30_BSE.tif;777CV
Stegs2;Shakespeare Basal Cliffsand;NONE;777_CV_3_15v_x30_BSE;txt;777_CV_3_15v_x30_BSE.txt;777CV
Stegs2;Shakespeare Basal Cliffsand;NONE;778_CV_1_15v_x30_BSE;tif;778_CV_1_15v_x30_BSE.tif;778CV
Stegs2;Shakespeare Basal Cliffsand;NONE;778_CV_1_15v_x30_BSE;txt;778_CV_1_15v_x30_BSE.txt;778CV
Stegs2;Shakespeare Basal Cliffsand;NONE;778_CV_2_15v_x30_BSE;tif;778_CV_2_15v_x30_BSE.tif;778CV
Stegs2;Shakespeare Basal Cliffsand;NONE;778_CV_2_15v_x30_BSE;txt;778_CV_2_15v_x30_BSE.txt;778CV
Stegs2;Shakespeare Basal Cliffsand;NONE;779_CV_1_15v_x30_BSE;tif;779_CV_1_15v_x30_BSE.tif;779CV
Stegs2;Shakespeare Basal Cliffsand;NONE;779_CV_1_15v_x30_BSE;txt;779_CV_1_15v_x30_BSE.txt;779CV
Stegs2;Shakespeare Basal Cliffsand;NONE;779_CV_2_15v_x30_BSE;tif;779_CV_2_15v_x30_BSE.tif;779CV
Stegs2;Shakespeare Basal Cliffsand;NONE;779_CV_2_15v_x30_BSE;txt;779_CV_2_15v_x30_BSE.txt;779CV
Stegs2;Shakespeare Basal Cliffsand;NONE;780_CV_1_15v_x30_BSE;tif;780_CV_1_15v_x30_BSE.tif;780CV
Stegs2;Shakespeare Basal Cliffsand;NONE;780_CV_1_15v_x30_BSE;txt;780_CV_1_15v_x30_BSE.txt;780CV
Stegs2;Shakespeare Basal Cliffsand;NONE;780_CV_2_15v_x30_BSE;tif;780_CV_2_15v_x30_BSE.tif;780CV
Stegs2;Shakespeare Basal Cliffsand;NONE;780_CV_2_15v_x30_BSE;txt;780_CV_2_15v_x30_BSE.txt;780CV
Stegs2;Shakespeare Basal Cliffsand;NONE;781_CC_1_15v_x30_BSE;tif;781_CC_1_15v_x30_BSE.tif;781CC
Stegs2;Shakespeare Basal Cliffsand;NONE;781_CC_1_15v_x30_BSE;txt;781_CC_1_15v_x30_BSE.txt;781CC
Stegs2;Shakespeare Basal Cliffsand;NONE;781_CC_2_15v_x30_BSE;tif;781_CC_2_15v_x30_BSE.tif;781CC
Stegs2;Shakespeare Basal Cliffsand;NONE;781_CC_2_15v_x30_BSE;txt;781_CC_2_15v_x30_BSE.txt;781CC
Stegs2;Shakespeare Basal Cliffsand;NONE;782_CV_1_15v_x30_BSE;tif;782_CV_1_15v_x30_BSE.tif;782CV
Stegs2;Shakespeare Basal Cliffsand;NONE;782_CV_1_15v_x30_BSE;txt;782_CV_1_15v_x30_BSE.txt;782CV
Stegs2;Shakespeare Basal Cliffsand;NONE;782_CV_2_15v_x30_BSE;tif;782_CV_2_15v_x30_BSE.tif;782CV
Stegs2;Shakespeare Basal Cliffsand;NONE;782_CV_2_15v_x30_BSE;txt;782_CV_2_15v_x30_BSE.txt;782CV
Stegs2;Shakespeare Basal Cliffsand;NONE;783_CC_1_15v_x30_BSE;tif;783_CC_1_15v_x30_BSE.tif;783CC
Stegs2;Shakespeare Basal Cliffsand;NONE;783_CC_1_15v_x30_BSE;txt;783_CC_1_15v_x30_BSE.txt;783CC
Stegs2;Shakespeare Basal Cliffsand;NONE;783_CC_2_15v_x30_BSE;tif;783_CC_2_15v_x30_BSE.tif;783CC
Stegs2;Shakespeare Basal Cliffsand;NONE;783_CC_2_15v_x30_BSE;txt;783_CC_2_15v_x30_BSE.txt;783CC
Stegs2;Shakespeare Basal Cliffsand;NONE;784_CV_1_15v_x30_BSE;tif;784_CV_1_15v_x30_BSE.tif;784CV
Stegs2;Shakespeare Basal Cliffsand;NONE;784_CV_1_15v_x30_BSE;txt;784_CV_1_15v_x30_BSE.txt;784CV
Stegs2;Shakespeare Basal Cliffsand;NONE;784_CV_2_15v_x30_BSE;tif;784_CV_2_15v_x30_BSE.tif;784CV
Stegs2;Shakespeare Basal Cliffsand;NONE;784_CV_2_15v_x30_BSE;txt;784_CV_2_15v_x30_BSE.txt;784CV
Stegs2;Shakespeare Basal Cliffsand;NONE;785_CC_1_15v_x30_BSE;tif;785_CC_1_15v_x30_BSE.tif;785CC
Stegs2;Shakespeare Basal Cliffsand;NONE;785_CC_1_15v_x30_BSE;txt;785_CC_1_15v_x30_BSE.txt;785CC
Stegs2;Shakespeare Basal Cliffsand;NONE;785_CC_2_15v_x30_BSE;tif;785_CC_2_15v_x30_BSE.tif;785CC
Stegs2;Shakespeare Basal Cliffsand;NONE;785_CC_2_15v_x30_BSE;txt;785_CC_2_15v_x30_BSE.txt;785CC
Stegs2;Shakespeare Basal Cliffsand;NONE;786_CC_1_15v_x30_BSE;tif;786_CC_1_15v_x30_BSE.tif;786CC
Stegs2;Shakespeare Basal Cliffsand;NONE;786_CC_1_15v_x30_BSE;txt;786_CC_1_15v_x30_BSE.txt;786CC
Stegs2;Shakespeare Basal Cliffsand;NONE;786_CC_2_15v_x30_BSE;tif;786_CC_2_15v_x30_BSE.tif;786CC
Stegs2;Shakespeare Basal Cliffsand;NONE;786_CC_2_15v_x30_BSE;txt;786_CC_2_15v_x30_BSE.txt;786CC
Stegs2;Shakespeare Basal Cliffsand;NONE;787_CC_1_15v_x30_BSE;tif;787_CC_1_15v_x30_BSE.tif;787CC
Stegs2;Shakespeare Basal Cliffsand;NONE;787_CC_1_15v_x30_BSE;txt;787_CC_1_15v_x30_BSE.txt;787CC
Stegs2;Shakespeare Basal Cliffsand;NONE;787_CC_2_15v_x30_BSE;tif;787_CC_2_15v_x30_BSE.tif;787CC
Stegs2;Shakespeare Basal Cliffsand;NONE;787_CC_2_15v_x30_BSE;txt;787_CC_2_15v_x30_BSE.txt;787CC
Stegs2;Shakespeare Basal Cliffsand;NONE;788_CV_1_15v_x30_BSE;tif;788_CV_1_15v_x30_BSE.tif;788CV
Stegs2;Shakespeare Basal Cliffsand;NONE;788_CV_1_15v_x30_BSE;txt;788_CV_1_15v_x30_BSE.txt;788CV
Stegs2;Shakespeare Basal Cliffsand;NONE;788_CV_2_15v_x30_BSE;tif;788_CV_2_15v_x30_BSE.tif;788CV
Stegs2;Shakespeare Basal Cliffsand;NONE;788_CV_2_15v_x30_BSE;txt;788_CV_2_15v_x30_BSE.txt;788CV
Stegs2;Shakespeare Basal Cliffsand;NONE;789_CV_1_15v_x30_BSE;tif;789_CV_1_15v_x30_BSE.tif;789CV
Stegs2;Shakespeare Basal Cliffsand;NONE;789_CV_1_15v_x30_BSE;txt;789_CV_1_15v_x30_BSE.txt;789CV
Stegs2;Shakespeare Basal Cliffsand;NONE;789_CV_2_15v_x30_BSE;tif;789_CV_2_15v_x30_BSE.tif;789CV
Stegs2;Shakespeare Basal Cliffsand;NONE;789_CV_2_15v_x30_BSE;txt;789_CV_2_15v_x30_BSE.txt;789CV
Stegs2;Shakespeare Basal Cliffsand;NONE;790_CV_1_15v_x30_BSE;tif;790_CV_1_15v_x30_BSE.tif;790CV
Stegs2;Shakespeare Basal Cliffsand;NONE;790_CV_1_15v_x30_BSE;txt;790_CV_1_15v_x30_BSE.txt;790CV
Stegs2;Shakespeare Basal Cliffsand;NONE;790_CV_2_15v_x30_BSE;tif;790_CV_2_15v_x30_BSE.tif;790CV
Stegs2;Shakespeare Basal Cliffsand;NONE;790_CV_2_15v_x30_BSE;txt;790_CV_2_15v_x30_BSE.txt;790CV
Stegs2;Shakespeare Basal Cliffsand;NONE;791_CC_1_15v_x30_BSE;tif;791_CC_1_15v_x30_BSE.tif;791CC
Stegs2;Shakespeare Basal Cliffsand;NONE;791_CC_1_15v_x30_BSE;txt;791_CC_1_15v_x30_BSE.txt;791CC
Stegs2;Shakespeare Basal Cliffsand;NONE;791_CC_2_15v_x30_BSE;tif;791_CC_2_15v_x30_BSE.tif;791CC
Stegs2;Shakespeare Basal Cliffsand;NONE;791_CC_2_15v_x30_BSE;txt;791_CC_2_15v_x30_BSE.txt;791CC
Stegs2;Shakespeare Basal Cliffsand;NONE;792_CV_1_15v_x30_BSE;tif;792_CV_1_15v_x30_BSE.tif;792CV
Stegs2;Shakespeare Basal Cliffsand;NONE;792_CV_1_15v_x30_BSE;txt;792_CV_1_15v_x30_BSE.txt;792CV
Stegs2;Shakespeare Basal Cliffsand;NONE;792_CV_2_15v_x30_BSE;tif;792_CV_2_15v_x30_BSE.tif;792CV
Stegs2;Shakespeare Basal Cliffsand;NONE;792_CV_2_15v_x30_BSE;txt;792_CV_2_15v_x30_BSE.txt;792CV
Stegs2;Shakespeare Basal Cliffsand;NONE;793_CV_1_15v_x30_BSE;tif;793_CV_1_15v_x30_BSE.tif;793CV
Stegs2;Shakespeare Basal Cliffsand;NONE;793_CV_1_15v_x30_BSE;txt;793_CV_1_15v_x30_BSE.txt;793CV
Stegs2;Shakespeare Basal Cliffsand;NONE;793_CV_2_15v_x30_BSE;tif;793_CV_2_15v_x30_BSE.tif;793CV
Stegs2;Shakespeare Basal Cliffsand;NONE;793_CV_2_15v_x30_BSE;txt;793_CV_2_15v_x30_BSE.txt;793CV
Stegs2;Shakespeare Basal Cliffsand;NONE;794_CV_1_15v_x30_BSE;tif;794_CV_1_15v_x30_BSE.tif;794CV
Stegs2;Shakespeare Basal Cliffsand;NONE;794_CV_1_15v_x30_BSE;txt;794_CV_1_15v_x30_BSE.txt;794CV
Stegs2;Shakespeare Basal Cliffsand;NONE;794_CV_2_15v_x30_BSE;tif;794_CV_2_15v_x30_BSE.tif;794CV
Stegs2;Shakespeare Basal Cliffsand;NONE;794_CV_2_15v_x30_BSE;txt;794_CV_2_15v_x30_BSE.txt;794CV
Stegs2;Shakespeare Basal Cliffsand;NONE;795_CV_1_15v_x30_BSE;tif;795_CV_1_15v_x30_BSE.tif;795CV
Stegs2;Shakespeare Basal Cliffsand;NONE;795_CV_1_15v_x30_BSE;txt;795_CV_1_15v_x30_BSE.txt;795CV
Stegs2;Shakespeare Basal Cliffsand;NONE;795_CV_2_15v_x30_BSE;tif;795_CV_2_15v_x30_BSE.tif;795CV
Stegs2;Shakespeare Basal Cliffsand;NONE;795_CV_2_15v_x30_BSE;txt;795_CV_2_15v_x30_BSE.txt;795CV
Stegs2;Shakespeare Basal Cliffsand;NONE;796_CC_1_15v_x30_BSE;tif;796_CC_1_15v_x30_BSE.tif;796CC
Stegs2;Shakespeare Basal Cliffsand;NONE;796_CC_1_15v_x30_BSE;txt;796_CC_1_15v_x30_BSE.txt;796CC
Stegs2;Shakespeare Basal Cliffsand;NONE;796_CC_2_15v_x30_BSE;tif;796_CC_2_15v_x30_BSE.tif;796CC
Stegs2;Shakespeare Basal Cliffsand;NONE;796_CC_2_15v_x30_BSE;txt;796_CC_2_15v_x30_BSE.txt;796CC
Stegs2;Shakespeare Basal Cliffsand;NONE;797_CV_1_15v_x30;tif;797_CV_1_15v_x30.BSE.tif;797CV
Stegs2;Shakespeare Basal Cliffsand;NONE;797_CV_1_15v_x30;txt;797_CV_1_15v_x30.BSE.txt;797CV
Stegs2;Shakespeare Basal Cliffsand;NONE;797_CV_2_15v_x30;tif;797_CV_2_15v_x30.BSE.tif;797CV
Stegs2;Shakespeare Basal Cliffsand;NONE;797_CV_2_15v_x30;txt;797_CV_2_15v_x30.BSE.txt;797CV
Stegs2;Shakespeare Basal Cliffsand;NONE;798_CV_1_15v_x30;tif;798_CV_1_15v_x30.BSE.tif;798CV
Stegs2;Shakespeare Basal Cliffsand;NONE;798_CV_1_15v_x30;txt;798_CV_1_15v_x30.BSE.txt;798CV
Stegs2;Shakespeare Basal Cliffsand;NONE;798_CV_2_15v_x30;tif;798_CV_2_15v_x30.BSE.tif;798CV
Stegs2;Shakespeare Basal Cliffsand;NONE;798_CV_2_15v_x30;txt;798_CV_2_15v_x30.BSE.txt;798CV
Stegs2;Shakespeare Basal Cliffsand;NONE;799_CC_1_15v_x30;tif;799_CC_1_15v_x30.BSE.tif;799CC
Stegs2;Shakespeare Basal Cliffsand;NONE;799_CC_1_15v_x30;txt;799_CC_1_15v_x30.BSE.txt;799CC
Stegs2;Shakespeare Basal Cliffsand;NONE;799_CC_2_15v_x30;tif;799_CC_2_15v_x30.BSE.tif;799CC
Stegs2;Shakespeare Basal Cliffsand;NONE;799_CC_2_15v_x30;txt;799_CC_2_15v_x30.BSE.txt;799CC
Stegs2;Tainui SB;NONE;829_CC_1_15v_x30_BSE;tif;829_CC_1_15v_x30_BSE.tif;829CC
Stegs2;Tainui SB;NONE;829_CC_1_15v_x30_BSE;txt;829_CC_1_15v_x30_BSE.txt;829CC
Stegs2;Tainui SB;NONE;829_CC_2_15v_x30_BSE;tif;829_CC_2_15v_x30_BSE.tif;829CC
Stegs2;Tainui SB;NONE;829_CC_2_15v_x30_BSE;txt;829_CC_2_15v_x30_BSE.txt;829CC
Stegs2;Tainui SB;NONE;830_CV_1_15v_x30_BSE;tif;830_CV_1_15v_x30_BSE.tif;830CV
Stegs2;Tainui SB;NONE;830_CV_1_15v_x30_BSE;txt;830_CV_1_15v_x30_BSE.txt;830CV
Stegs2;Tainui SB;NONE;830_CV_2_15v_x30_BSE;tif;830_CV_2_15v_x30_BSE.tif;830CV
Stegs2;Tainui SB;NONE;830_CV_2_15v_x30_BSE;txt;830_CV_2_15v_x30_BSE.txt;830CV
Stegs2;Tainui SB;NONE;831_F_1_15v_x30_BSE;tif;831_F_1_15v_x30_BSE.tif;831F
Stegs2;Tainui SB;NONE;831_F_1_15v_x30_BSE;txt;831_F_1_15v_x30_BSE.txt;831F
Stegs2;Tainui SB;NONE;831_F_2_15v_x30_BSE;tif;831_F_2_15v_x30_BSE.tif;831F
Stegs2;Tainui SB;NONE;831_F_2_15v_x30_BSE;txt;831_F_2_15v_x30_BSE.txt;831F
Stegs2;Tainui SB;NONE;832_F_1_15v_x30_BSE;tif;832_F_1_15v_x30_BSE.tif;832F
Stegs2;Tainui SB;NONE;832_F_1_15v_x30_BSE;txt;832_F_1_15v_x30_BSE.txt;832F
Stegs2;Tainui SB;NONE;832_F_2_15v_x30_BSE;tif;832_F_2_15v_x30_BSE.tif;832F
Stegs2;Tainui SB;NONE;832_F_2_15v_x30_BSE;txt;832_F_2_15v_x30_BSE.txt;832F
Stegs2;Tainui SB;NONE;833_CV_1_15v_x30_BSE;tif;833_CV_1_15v_x30_BSE.tif;833CV
Stegs2;Tainui SB;NONE;833_CV_1_15v_x30_BSE;txt;833_CV_1_15v_x30_BSE.txt;833CV
Stegs2;Tainui SB;NONE;833_CV_2_15v_x30_BSE;tif;833_CV_2_15v_x30_BSE.tif;833CV
Stegs2;Tainui SB;NONE;833_CV_2_15v_x30_BSE;txt;833_CV_2_15v_x30_BSE.txt;833CV
Stegs2;Tainui SB;NONE;834_F_1_15v_x30_BSE;tif;834_F_1_15v_x30_BSE.tif;834F
Stegs2;Tainui SB;NONE;834_F_1_15v_x30_BSE;txt;834_F_1_15v_x30_BSE.txt;834F
Stegs2;Tainui SB;NONE;834_F_2_15v_x30_BSE;tif;834_F_2_15v_x30_BSE.tif;834F
Stegs2;Tainui SB;NONE;834_F_2_15v_x30_BSE;txt;834_F_2_15v_x30_BSE.txt;834F
Stegs2;Tainui SB;NONE;835_F_1_15v_x30_BSE;tif;835_F_1_15v_x30_BSE.tif;835F
Stegs2;Tainui SB;NONE;835_F_1_15v_x30_BSE;txt;835_F_1_15v_x30_BSE.txt;835F
Stegs2;Tainui SB;NONE;835_F_2_15v_x30_BSE;tif;835_F_2_15v_x30_BSE.tif;835F
Stegs2;Tainui SB;NONE;835_F_2_15v_x30_BSE;txt;835_F_2_15v_x30_BSE.txt;835F
Stegs2;Tainui SB;NONE;836_CC_1_15v_x30_BSE;tif;836_CC_1_15v_x30_BSE.tif;836CC
Stegs2;Tainui SB;NONE;836_CC_1_15v_x30_BSE;txt;836_CC_1_15v_x30_BSE.txt;836CC
Stegs2;Tainui SB;NONE;836_CC_2_15v_x30_BSE;tif;836_CC_2_15v_x30_BSE.tif;836CC
Stegs2;Tainui SB;NONE;836_CC_2_15v_x30_BSE;txt;836_CC_2_15v_x30_BSE.txt;836CC
Stegs2;Tewkesbury;NONE;600i_CV_1_10v_x30_BSE;tif;600i_CV_1_10v_x30_BSE.tif;600iCV
Stegs2;Tewkesbury;NONE;600i_CV_1_10v_x30_BSE;txt;600i_CV_1_10v_x30_BSE.txt;600iCV
Stegs2;Tewkesbury;NONE;600i_CV_2_10v_x30_BSE;tif;600i_CV_2_10v_x30_BSE.tif;600iCV
Stegs2;Tewkesbury;NONE;600i_CV_2_10v_x30_BSE;txt;600i_CV_2_10v_x30_BSE.txt;600iCV
Stegs2;Tewkesbury;NONE;600i_CV_3_10v_x30_BSE;tif;600i_CV_3_10v_x30_BSE.tif;600iCV
Stegs2;Tewkesbury;NONE;600i_CV_3_10v_x30_BSE;txt;600i_CV_3_10v_x30_BSE.txt;600iCV
Stegs2;Tewkesbury;NONE;601i_CV_1_10v_x30_BSE;tif;601i_CV_1_10v_x30_BSE.tif;601iCV
Stegs2;Tewkesbury;NONE;601i_CV_1_10v_x30_BSE;txt;601i_CV_1_10v_x30_BSE.txt;601iCV
Stegs2;Tewkesbury;NONE;601i_CV_2_10v_x30_BSE;tif;601i_CV_2_10v_x30_BSE.tif;601iCV
Stegs2;Tewkesbury;NONE;601i_CV_2_10v_x30_BSE;txt;601i_CV_2_10v_x30_BSE.txt;601iCV
Stegs2;Tewkesbury;NONE;602i_CC_1_10v_x30_BSE;tif;602i_CC_1_10v_x30_BSE.tif;602iCC
Stegs2;Tewkesbury;NONE;602i_CC_1_10v_x30_BSE;txt;602i_CC_1_10v_x30_BSE.txt;602iCC
Stegs2;Tewkesbury;NONE;602i_CC_2_10v_x30_BSE;tif;602i_CC_2_10v_x30_BSE.tif;602iCC
Stegs2;Tewkesbury;NONE;602i_CC_2_10v_x30_BSE;txt;602i_CC_2_10v_x30_BSE.txt;602iCC
Stegs2;Tewkesbury;NONE;603i_CV_1_10v_x30_BSE;tif;603i_CV_1_10v_x30_BSE.tif;603iCV
Stegs2;Tewkesbury;NONE;603i_CV_1_10v_x30_BSE;txt;603i_CV_1_10v_x30_BSE.txt;603iCV
Stegs2;Tewkesbury;NONE;603i_CV_2_10v_x30_BSE;tif;603i_CV_2_10v_x30_BSE.tif;603iCV
Stegs2;Tewkesbury;NONE;603i_CV_2_10v_x30_BSE;txt;603i_CV_2_10v_x30_BSE.txt;603iCV
Stegs2;Tewkesbury;NONE;604i_CV_1_10v_x30_BSE;tif;604i_CV_1_10v_x30_BSE.tif;604iCV
