"folder","formation","image","ext","imageName","specimenNR","number","colonyCurve","pictureNumber","AV","magnification","backscatter"
"Stegs2","Nukumaru Limestone","498_CC_1_15v_x30_BSE.txt","txt","498_CC_1_15v_x30_BSE_Nukumaru Limestone","498CC","498","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","498_CC_2_15v_x30_BSE.tif","tif","498_CC_2_15v_x30_BSE_Nukumaru Limestone","498CC","498","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","498_CC_2_15v_x30_BSE.txt","txt","498_CC_2_15v_x30_BSE_Nukumaru Limestone","498CC","498","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","499_CV_1_15v_x30_BSE.tif","tif","499_CV_1_15v_x30_BSE_Nukumaru Limestone","499CV","499","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","499_CV_1_15v_x30_BSE.txt","txt","499_CV_1_15v_x30_BSE_Nukumaru Limestone","499CV","499","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","499_CV_2_15v_x30_BSE.tif","tif","499_CV_2_15v_x30_BSE_Nukumaru Limestone","499CV","499","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","499_CV_2_15v_x30_BSE.txt","txt","499_CV_2_15v_x30_BSE_Nukumaru Limestone","499CV","499","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","500_CV_1_15v_x30_BSE.tif","tif","500_CV_1_15v_x30_BSE_Nukumaru Limestone","500CV","500","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","500_CV_1_15v_x30_BSE.txt","txt","500_CV_1_15v_x30_BSE_Nukumaru Limestone","500CV","500","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","500_CV_2_15v_x30_BSE.tif","tif","500_CV_2_15v_x30_BSE_Nukumaru Limestone","500CV","500","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","500_CV_2_15v_x30_BSE.txt","txt","500_CV_2_15v_x30_BSE_Nukumaru Limestone","500CV","500","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","501_CV_1_15v_x30_BSE.tif","tif","501_CV_1_15v_x30_BSE_Nukumaru Limestone","501CV","501","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","501_CV_1_15v_x30_BSE.txt","txt","501_CV_1_15v_x30_BSE_Nukumaru Limestone","501CV","501","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","501_CV_2_15v_x30_BSE.tif","tif","501_CV_2_15v_x30_BSE_Nukumaru Limestone","501CV","501","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","501_CV_2_15v_x30_BSE.txt","txt","501_CV_2_15v_x30_BSE_Nukumaru Limestone","501CV","501","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","502_CV_1_15v_x30_BSE.tif","tif","502_CV_1_15v_x30_BSE_Nukumaru Limestone","502CV","502","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","502_CV_1_15v_x30_BSE.txt","txt","502_CV_1_15v_x30_BSE_Nukumaru Limestone","502CV","502","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","502_CV_2_15v_x30_BSE.tif","tif","502_CV_2_15v_x30_BSE_Nukumaru Limestone","502CV","502","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","502_CV_2_15v_x30_BSE.txt","txt","502_CV_2_15v_x30_BSE_Nukumaru Limestone","502CV","502","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","503_CC_1_15v_x30_BSE.tif","tif","503_CC_1_15v_x30_BSE_Nukumaru Limestone","503CC","503","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","503_CC_1_15v_x30_BSE.txt","txt","503_CC_1_15v_x30_BSE_Nukumaru Limestone","503CC","503","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","503_CC_2_15v_x30_BSE.tif","tif","503_CC_2_15v_x30_BSE_Nukumaru Limestone","503CC","503","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","503_CC_2_15v_x30_BSE.txt","txt","503_CC_2_15v_x30_BSE_Nukumaru Limestone","503CC","503","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","504_CC_1_15v_x30_BSE.tif","tif","504_CC_1_15v_x30_BSE_Nukumaru Limestone","504CC","504","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","504_CC_1_15v_x30_BSE.txt","txt","504_CC_1_15v_x30_BSE_Nukumaru Limestone","504CC","504","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","504_CC_2_15v_x30_BSE.tif","tif","504_CC_2_15v_x30_BSE_Nukumaru Limestone","504CC","504","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","504_CC_2_15v_x30_BSE.txt","txt","504_CC_2_15v_x30_BSE_Nukumaru Limestone","504CC","504","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","505_CV_1_15v_x30_BSE.tif","tif","505_CV_1_15v_x30_BSE_Nukumaru Limestone","505CV","505","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","505_CV_1_15v_x30_BSE.txt","txt","505_CV_1_15v_x30_BSE_Nukumaru Limestone","505CV","505","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","505_CV_2_15v_x30_BSE.tif","tif","505_CV_2_15v_x30_BSE_Nukumaru Limestone","505CV","505","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","505_CV_2_15v_x30_BSE.txt","txt","505_CV_2_15v_x30_BSE_Nukumaru Limestone","505CV","505","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","506_CC_1_15v_x30_BSE.tif","tif","506_CC_1_15v_x30_BSE_Nukumaru Limestone","506CC","506","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","506_CC_1_15v_x30_BSE.txt","txt","506_CC_1_15v_x30_BSE_Nukumaru Limestone","506CC","506","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","506_CC_2_15v_x30_BSE.tif","tif","506_CC_2_15v_x30_BSE_Nukumaru Limestone","506CC","506","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","506_CC_2_15v_x30_BSE.txt","txt","506_CC_2_15v_x30_BSE_Nukumaru Limestone","506CC","506","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","506_CC_3_15v_x30_BSE.tif","tif","506_CC_3_15v_x30_BSE_Nukumaru Limestone","506CC","506","CC","3","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","506_CC_3_15v_x30_BSE.txt","txt","506_CC_3_15v_x30_BSE_Nukumaru Limestone","506CC","506","CC","3","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","507_CC_1_15v_x30_BSE.tif","tif","507_CC_1_15v_x30_BSE_Nukumaru Limestone","507CC","507","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","507_CC_1_15v_x30_BSE.txt","txt","507_CC_1_15v_x30_BSE_Nukumaru Limestone","507CC","507","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","507_CC_2_15v_x30_BSE.tif","tif","507_CC_2_15v_x30_BSE_Nukumaru Limestone","507CC","507","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","507_CC_2_15v_x30_BSE.txt","txt","507_CC_2_15v_x30_BSE_Nukumaru Limestone","507CC","507","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","508_CV_1_15v_x30_BSE.tif","tif","508_CV_1_15v_x30_BSE_Nukumaru Limestone","508CV","508","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","508_CV_1_15v_x30_BSE.txt","txt","508_CV_1_15v_x30_BSE_Nukumaru Limestone","508CV","508","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","508_CV_2_15v_x30_BSE.tif","tif","508_CV_2_15v_x30_BSE_Nukumaru Limestone","508CV","508","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","508_CV_2_15v_x30_BSE.txt","txt","508_CV_2_15v_x30_BSE_Nukumaru Limestone","508CV","508","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","509_CC_1_15v_x30_BSE.tif","tif","509_CC_1_15v_x30_BSE_Nukumaru Limestone","509CC","509","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","509_CC_1_15v_x30_BSE.txt","txt","509_CC_1_15v_x30_BSE_Nukumaru Limestone","509CC","509","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","509_CC_2_15v_x30_BSE.tif","tif","509_CC_2_15v_x30_BSE_Nukumaru Limestone","509CC","509","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","509_CC_2_15v_x30_BSE.txt","txt","509_CC_2_15v_x30_BSE_Nukumaru Limestone","509CC","509","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","509_CC_3_15v_x30_BSE.tif","tif","509_CC_3_15v_x30_BSE_Nukumaru Limestone","509CC","509","CC","3","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","509_CC_3_15v_x30_BSE.txt","txt","509_CC_3_15v_x30_BSE_Nukumaru Limestone","509CC","509","CC","3","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","510_CV_1_15v_x35_BSE.tif","tif","510_CV_1_15v_x35_BSE_Nukumaru Limestone","510CV","510","CV","1","15v","x35","BSE"
"Stegs2","Nukumaru Limestone","510_CV_1_15v_x35_BSE.txt","txt","510_CV_1_15v_x35_BSE_Nukumaru Limestone","510CV","510","CV","1","15v","x35","BSE"
"Stegs2","Nukumaru Limestone","510_CV_2_15v_x30_BSE.tif","tif","510_CV_2_15v_x30_BSE_Nukumaru Limestone","510CV","510","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","510_CV_2_15v_x30_BSE.txt","txt","510_CV_2_15v_x30_BSE_Nukumaru Limestone","510CV","510","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","511_CV_1_15v_x30_BSE.tif","tif","511_CV_1_15v_x30_BSE_Nukumaru Limestone","511CV","511","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","511_CV_1_15v_x30_BSE.txt","txt","511_CV_1_15v_x30_BSE_Nukumaru Limestone","511CV","511","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","511_CV_2_15v_x35_BSE.tif","tif","511_CV_2_15v_x35_BSE_Nukumaru Limestone","511CV","511","CV","2","15v","x35","BSE"
"Stegs2","Nukumaru Limestone","511_CV_2_15v_x35_BSE.txt","txt","511_CV_2_15v_x35_BSE_Nukumaru Limestone","511CV","511","CV","2","15v","x35","BSE"
"Stegs2","Nukumaru Limestone","511_CV_3_15v_x30_BSE.tif","tif","511_CV_3_15v_x30_BSE_Nukumaru Limestone","511CV","511","CV","3","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","511_CV_3_15v_x30_BSE.txt","txt","511_CV_3_15v_x30_BSE_Nukumaru Limestone","511CV","511","CV","3","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","512_CV_1_15v_x30_BSE.tif","tif","512_CV_1_15v_x30_BSE_Nukumaru Limestone","512CV","512","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","512_CV_1_15v_x30_BSE.txt","txt","512_CV_1_15v_x30_BSE_Nukumaru Limestone","512CV","512","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","512_CV_2_15v_x30_BSE.tif","tif","512_CV_2_15v_x30_BSE_Nukumaru Limestone","512CV","512","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","512_CV_2_15v_x30_BSE.txt","txt","512_CV_2_15v_x30_BSE_Nukumaru Limestone","512CV","512","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","513_CC_1_15v_x30_BSE.tif","tif","513_CC_1_15v_x30_BSE_Nukumaru Limestone","513CC","513","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","513_CC_1_15v_x30_BSE.txt","txt","513_CC_1_15v_x30_BSE_Nukumaru Limestone","513CC","513","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","513_CC_2_15v_x30_BSE.tif","tif","513_CC_2_15v_x30_BSE_Nukumaru Limestone","513CC","513","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","513_CC_2_15v_x30_BSE.txt","txt","513_CC_2_15v_x30_BSE_Nukumaru Limestone","513CC","513","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","514_CV_2_15v_x30_BSE.tif","tif","514_CV_2_15v_x30_BSE_Nukumaru Limestone","514CV","514","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","514_CV_2_15v_x30_BSE.txt","txt","514_CV_2_15v_x30_BSE_Nukumaru Limestone","514CV","514","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","515_CV_1_15v_x30_BSE.tif","tif","515_CV_1_15v_x30_BSE_Nukumaru Limestone","515CV","515","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","515_CV_1_15v_x30_BSE.txt","txt","515_CV_1_15v_x30_BSE_Nukumaru Limestone","515CV","515","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","515_CV_2_15v_x30_BSE.tif","tif","515_CV_2_15v_x30_BSE_Nukumaru Limestone","515CV","515","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","515_CV_2_15v_x30_BSE.txt","txt","515_CV_2_15v_x30_BSE_Nukumaru Limestone","515CV","515","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","516_CV_1_15v_x30_BSE.tif","tif","516_CV_1_15v_x30_BSE_Nukumaru Limestone","516CV","516","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","516_CV_1_15v_x30_BSE.txt","txt","516_CV_1_15v_x30_BSE_Nukumaru Limestone","516CV","516","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","516_CV_2_15v_x30_BSE.tif","tif","516_CV_2_15v_x30_BSE_Nukumaru Limestone","516CV","516","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","516_CV_2_15v_x30_BSE.txt","txt","516_CV_2_15v_x30_BSE_Nukumaru Limestone","516CV","516","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","517_CV_1_15v_x30_BSE.tif","tif","517_CV_1_15v_x30_BSE_Nukumaru Limestone","517CV","517","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","517_CV_1_15v_x30_BSE.txt","txt","517_CV_1_15v_x30_BSE_Nukumaru Limestone","517CV","517","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","517_CV_2_15v_x30_BSE.tif","tif","517_CV_2_15v_x30_BSE_Nukumaru Limestone","517CV","517","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","517_CV_2_15v_x30_BSE.txt","txt","517_CV_2_15v_x30_BSE_Nukumaru Limestone","517CV","517","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","518_CV_1_15v_x30_BSE.tif","tif","518_CV_1_15v_x30_BSE_Nukumaru Limestone","518CV","518","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","518_CV_1_15v_x30_BSE.txt","txt","518_CV_1_15v_x30_BSE_Nukumaru Limestone","518CV","518","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","518_CV_2_15v_x30_BSE.tif","tif","518_CV_2_15v_x30_BSE_Nukumaru Limestone","518CV","518","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","518_CV_2_15v_x30_BSE.txt","txt","518_CV_2_15v_x30_BSE_Nukumaru Limestone","518CV","518","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","519_CC_1_15v_x35_BSE.tif","tif","519_CC_1_15v_x35_BSE_Nukumaru Limestone","519CC","519","CC","1","15v","x35","BSE"
"Stegs2","Nukumaru Limestone","519_CC_1_15v_x35_BSE.txt","txt","519_CC_1_15v_x35_BSE_Nukumaru Limestone","519CC","519","CC","1","15v","x35","BSE"
"Stegs2","Nukumaru Limestone","519_CC_2_15v_x35_BSE.tif","tif","519_CC_2_15v_x35_BSE_Nukumaru Limestone","519CC","519","CC","2","15v","x35","BSE"
"Stegs2","Nukumaru Limestone","519_CC_2_15v_x35_BSE.txt","txt","519_CC_2_15v_x35_BSE_Nukumaru Limestone","519CC","519","CC","2","15v","x35","BSE"
"Stegs2","Nukumaru Limestone","520_CV_1_15v_x30_BSE.tif","tif","520_CV_1_15v_x30_BSE_Nukumaru Limestone","520CV","520","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","520_CV_1_15v_x30_BSE.txt","txt","520_CV_1_15v_x30_BSE_Nukumaru Limestone","520CV","520","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","520_CV_2_15v_x30_BSE.tif","tif","520_CV_2_15v_x30_BSE_Nukumaru Limestone","520CV","520","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","520_CV_2_15v_x30_BSE.txt","txt","520_CV_2_15v_x30_BSE_Nukumaru Limestone","520CV","520","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","521_CV_1_15v_x30_BSE.tif","tif","521_CV_1_15v_x30_BSE_Nukumaru Limestone","521CV","521","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","521_CV_1_15v_x30_BSE.txt","txt","521_CV_1_15v_x30_BSE_Nukumaru Limestone","521CV","521","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","521_CV_2_15v_x30_BSE.tif","tif","521_CV_2_15v_x30_BSE_Nukumaru Limestone","521CV","521","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","521_CV_2_15v_x30_BSE.txt","txt","521_CV_2_15v_x30_BSE_Nukumaru Limestone","521CV","521","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","522_CC_1_15v_x30_BSE.tif","tif","522_CC_1_15v_x30_BSE_Nukumaru Limestone","522CC","522","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","522_CC_1_15v_x30_BSE.txt","txt","522_CC_1_15v_x30_BSE_Nukumaru Limestone","522CC","522","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","522_CC_2_15v_x30_BSE.tif","tif","522_CC_2_15v_x30_BSE_Nukumaru Limestone","522CC","522","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","522_CC_2_15v_x30_BSE.txt","txt","522_CC_2_15v_x30_BSE_Nukumaru Limestone","522CC","522","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","523_CV_1_15v_x30_BSE.tif","tif","523_CV_1_15v_x30_BSE_Nukumaru Limestone","523CV","523","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","523_CV_1_15v_x30_BSE.txt","txt","523_CV_1_15v_x30_BSE_Nukumaru Limestone","523CV","523","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","523_CV_2_15v_x30_BSE.tif","tif","523_CV_2_15v_x30_BSE_Nukumaru Limestone","523CV","523","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","523_CV_2_15v_x30_BSE.txt","txt","523_CV_2_15v_x30_BSE_Nukumaru Limestone","523CV","523","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","524_CC_1_15v_x30_BSE.tif","tif","524_CC_1_15v_x30_BSE_Nukumaru Limestone","524CC","524","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","524_CC_1_15v_x30_BSE.txt","txt","524_CC_1_15v_x30_BSE_Nukumaru Limestone","524CC","524","CC","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","524_CC_2_15v_x30_BSE.tif","tif","524_CC_2_15v_x30_BSE_Nukumaru Limestone","524CC","524","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","524_CC_2_15v_x30_BSE.txt","txt","524_CC_2_15v_x30_BSE_Nukumaru Limestone","524CC","524","CC","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","525_CV_1_15v_x30_BSE.tif","tif","525_CV_1_15v_x30_BSE_Nukumaru Limestone","525CV","525","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","525_CV_1_15v_x30_BSE.txt","txt","525_CV_1_15v_x30_BSE_Nukumaru Limestone","525CV","525","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","525_CV_2_15v_x30_BSE.tif","tif","525_CV_2_15v_x30_BSE_Nukumaru Limestone","525CV","525","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","525_CV_2_15v_x30_BSE.txt","txt","525_CV_2_15v_x30_BSE_Nukumaru Limestone","525CV","525","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","526_CV_1_15v_x30_BSE.tif","tif","526_CV_1_15v_x30_BSE_Nukumaru Limestone","526CV","526","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","526_CV_1_15v_x30_BSE.txt","txt","526_CV_1_15v_x30_BSE_Nukumaru Limestone","526CV","526","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","526_CV_2_15v_x30_BSE.tif","tif","526_CV_2_15v_x30_BSE_Nukumaru Limestone","526CV","526","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","526_CV_2_15v_x30_BSE.txt","txt","526_CV_2_15v_x30_BSE_Nukumaru Limestone","526CV","526","CV","2","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","527_CV_1_15v_x30.BSE.tif","tif","527_CV_1_15v_x30_Nukumaru Limestone","527CV","527","CV","1","15v","x30",NA
"Stegs2","Nukumaru Limestone","527_CV_1_15v_x30.BSE.txt","txt","527_CV_1_15v_x30_Nukumaru Limestone","527CV","527","CV","1","15v","x30",NA
"Stegs2","Nukumaru Limestone","527_CV_2_15v_x30.BSE.tif","tif","527_CV_2_15v_x30_Nukumaru Limestone","527CV","527","CV","2","15v","x30",NA
"Stegs2","Nukumaru Limestone","527_CV_2_15v_x30.BSE.txt","txt","527_CV_2_15v_x30_Nukumaru Limestone","527CV","527","CV","2","15v","x30",NA
"Stegs2","Nukumaru Limestone","528_CV_1_15v_x30.BSE.tif","tif","528_CV_1_15v_x30_Nukumaru Limestone","528CV","528","CV","1","15v","x30",NA
"Stegs2","Nukumaru Limestone","528_CV_1_15v_x30.BSE.txt","txt","528_CV_1_15v_x30_Nukumaru Limestone","528CV","528","CV","1","15v","x30",NA
"Stegs2","Nukumaru Limestone","528_CV_2_15v_x30.BSE.tif","tif","528_CV_2_15v_x30_Nukumaru Limestone","528CV","528","CV","2","15v","x30",NA
"Stegs2","Nukumaru Limestone","528_CV_2_15v_x30.BSE.txt","txt","528_CV_2_15v_x30_Nukumaru Limestone","528CV","528","CV","2","15v","x30",NA
"Stegs2","Nukumaru Limestone","529_CV_1_15v_x30.BSE.tif","tif","529_CV_1_15v_x30_Nukumaru Limestone","529CV","529","CV","1","15v","x30",NA
"Stegs2","Nukumaru Limestone","529_CV_1_15v_x30.BSE.txt","txt","529_CV_1_15v_x30_Nukumaru Limestone","529CV","529","CV","1","15v","x30",NA
"Stegs2","Nukumaru Limestone","529_CV_2_15v_x30.BSE.tif","tif","529_CV_2_15v_x30_Nukumaru Limestone","529CV","529","CV","2","15v","x30",NA
"Stegs2","Nukumaru Limestone","529_CV_2_15v_x30.BSE.txt","txt","529_CV_2_15v_x30_Nukumaru Limestone","529CV","529","CV","2","15v","x30",NA
"Stegs2","Nukumaru Limestone","530_CC_1_15v_x30.BSE.tif","tif","530_CC_1_15v_x30_Nukumaru Limestone","530CC","530","CC","1","15v","x30",NA
"Stegs2","Nukumaru Limestone","530_CC_1_15v_x30.BSE.txt","txt","530_CC_1_15v_x30_Nukumaru Limestone","530CC","530","CC","1","15v","x30",NA
"Stegs2","Nukumaru Limestone","530_CC_2_15v_x30.BSE.tif","tif","530_CC_2_15v_x30_Nukumaru Limestone","530CC","530","CC","2","15v","x30",NA
"Stegs2","Nukumaru Limestone","530_CC_2_15v_x30.BSE.txt","txt","530_CC_2_15v_x30_Nukumaru Limestone","530CC","530","CC","2","15v","x30",NA
"Stegs2","Nukumaru Limestone","531_CV_1_15v_x30.BSE.tif","tif","531_CV_1_15v_x30_Nukumaru Limestone","531CV","531","CV","1","15v","x30",NA
"Stegs2","Nukumaru Limestone","531_CV_1_15v_x30.BSE.txt","txt","531_CV_1_15v_x30_Nukumaru Limestone","531CV","531","CV","1","15v","x30",NA
"Stegs2","Nukumaru Limestone","531_CV_2_15v_x30.BSE.tif","tif","531_CV_2_15v_x30_Nukumaru Limestone","531CV","531","CV","2","15v","x30",NA
"Stegs2","Nukumaru Limestone","531_CV_2_15v_x30.BSE.txt","txt","531_CV_2_15v_x30_Nukumaru Limestone","531CV","531","CV","2","15v","x30",NA
"Stegs2","Nukumaru Limestone","599_CV_1_15v_x30_BSE.tif","tif","599_CV_1_15v_x30_BSE_Nukumaru Limestone","599CV","599","CV","1","15v","x30","BSE"
"Stegs2","Nukumaru Limestone","599_CV_1_15v_x30_BSE.txt","txt","599_CV_1_15v_x30_BSE_Nukumaru Limestone","599CV","599","CV","1","15v","x30","BSE"
"Stegs2","Pukenni Limestone","1200_CC_1_15v_x30_BSE.tif","tif","1200_CC_1_15v_x30_BSE_Pukenni Limestone","1200CC","1200","CC","1","15v","x30","BSE"
"Stegs2","Pukenni Limestone","1200_CC_1_15v_x30_BSE.txt","txt","1200_CC_1_15v_x30_BSE_Pukenni Limestone","1200CC","1200","CC","1","15v","x30","BSE"
"Stegs2","Pukenni Limestone","1200_CC_2_15v_x30_BSE.tif","tif","1200_CC_2_15v_x30_BSE_Pukenni Limestone","1200CC","1200","CC","2","15v","x30","BSE"
"Stegs2","Pukenni Limestone","1200_CC_2_15v_x30_BSE.txt","txt","1200_CC_2_15v_x30_BSE_Pukenni Limestone","1200CC","1200","CC","2","15v","x30","BSE"
"Stegs2","Shakespeare Basal Cliffsand","700i_CV_1_15v_x30.BSE.tif","tif","700i_CV_1_15v_x30_Shakespeare Basal Cliffsand","700iCV","700i","CV","1","15v","x30",NA
"Stegs2","Shakespeare Basal Cliffsand","700i_CV_1_15v_x30.BSE.txt","txt","700i_CV_1_15v_x30_Shakespeare Basal Cliffsand","700iCV","700i","CV","1","15v","x30",NA
"Stegs2","Shakespeare Basal Cliffsand","700i_CV_2_15v_x30.BSE.tif","tif","700i_CV_2_15v_x30_Shakespeare Basal Cliffsand","700iCV","700i","CV","2","15v","x30",NA
"Stegs2","Shakespeare Basal Cliffsand","700i_CV_2_15v_x30.BSE.txt","txt","700i_CV_2_15v_x30_Shakespeare Basal Cliffsand","700iCV","700i","CV","2","15v","x30",NA
"Stegs2","Shakespeare Basal Cliffsand","732_F_1_15v_x30_BSE.tif","tif","732_F_1_15v_x30_BSE_Shakespeare Basal Cliffsand","732F","732","F","1","15v","x30","BSE"
"Stegs2","Shakespeare Basal Cliffsand","732_F_1_15v_x30_BSE.txt","txt","732_F_1_15v_x30_BSE_Shakespeare Basal Cliffsand","732F","732","F","1","15v","x30","BSE"
"Stegs2","Shakespeare Basal Cliffsand","732_F_2_15v_x30_BSE.tif","tif","732_F_2_15v_x30_BSE_Shakespeare Basal Cliffsand","732F","732","F","2","15v","x30","BSE"
"Stegs2","Shakespeare Basal Cliffsand","732_F_2_15v_x30_BSE.txt","txt","732_F_2_15v_x30_BSE_Shakespeare Basal Cliffsand","732F","732","F","2","15v","x30","BSE"
